"","Resample1"
"14580",145741
"14581",145742
"14582",145747
"14583",145750
"14584",145753
"14585",145782
"14586",145784
"14587",145785
"14588",145788
"14589",145790
"14590",145797
"14591",145807
"14592",145810
"14593",145820
"14594",145824
"14595",145858
"14596",145879
"14597",145907
"14598",145908
"14599",145938
"14600",145943
"14601",145956
"14602",145959
"14603",145968
"14604",145970
"14605",145979
"14606",145986
"14607",146002
"14608",146003
"14609",146028
"14610",146036
"14611",146048
"14612",146050
"14613",146057
"14614",146068
"14615",146069
"14616",146091
"14617",146094
"14618",146133
"14619",146139
"14620",146145
"14621",146157
"14622",146160
"14623",146162
"14624",146166
"14625",146177
"14626",146182
"14627",146186
"14628",146196
"14629",146204
"14630",146213
"14631",146250
"14632",146276
"14633",146284
"14634",146297
"14635",146301
"14636",146302
"14637",146308
"14638",146315
"14639",146323
"14640",146331
"14641",146338
"14642",146346
"14643",146358
"14644",146368
"14645",146369
"14646",146374
"14647",146377
"14648",146387
"14649",146401
"14650",146404
"14651",146411
"14652",146417
"14653",146441
"14654",146461
"14655",146469
"14656",146477
"14657",146482
"14658",146511
"14659",146519
"14660",146536
"14661",146543
"14662",146564
"14663",146565
"14664",146566
"14665",146572
"14666",146581
"14667",146593
"14668",146602
"14669",146610
"14670",146627
"14671",146628
"14672",146635
"14673",146638
"14674",146651
"14675",146654
"14676",146677
"14677",146678
"14678",146710
"14679",146729
"14680",146743
"14681",146751
"14682",146792
"14683",146796
"14684",146803
"14685",146809
"14686",146816
"14687",146819
"14688",146821
"14689",146823
"14690",146841
"14691",146843
"14692",146846
"14693",146869
"14694",146871
"14695",146873
"14696",146878
"14697",146882
"14698",146886
"14699",146890
"14700",146906
"14701",146920
"14702",146925
"14703",146931
"14704",146932
"14705",146936
"14706",146937
"14707",146942
"14708",146945
"14709",146947
"14710",146951
"14711",146957
"14712",146958
"14713",146959
"14714",146961
"14715",146977
"14716",146986
"14717",147013
"14718",147017
"14719",147020
"14720",147027
"14721",147028
"14722",147030
"14723",147034
"14724",147054
"14725",147056
"14726",147069
"14727",147070
"14728",147077
"14729",147087
"14730",147097
"14731",147135
"14732",147156
"14733",147173
"14734",147174
"14735",147178
"14736",147189
"14737",147213
"14738",147216
"14739",147220
"14740",147223
"14741",147240
"14742",147243
"14743",147244
"14744",147246
"14745",147268
"14746",147269
"14747",147277
"14748",147280
"14749",147286
"14750",147288
"14751",147299
"14752",147317
"14753",147321
"14754",147332
"14755",147346
"14756",147358
"14757",147361
"14758",147370
"14759",147371
"14760",147394
"14761",147396
"14762",147402
"14763",147409
"14764",147423
"14765",147435
"14766",147437
"14767",147439
"14768",147442
"14769",147444
"14770",147447
"14771",147469
"14772",147480
"14773",147483
"14774",147487
"14775",147491
"14776",147501
"14777",147514
"14778",147520
"14779",147522
"14780",147525
"14781",147552
"14782",147563
"14783",147566
"14784",147586
"14785",147593
"14786",147600
"14787",147602
"14788",147607
"14789",147618
"14790",147626
"14791",147633
"14792",147639
"14793",147649
"14794",147664
"14795",147671
"14796",147672
"14797",147675
"14798",147680
"14799",147695
"14800",147706
"14801",147713
"14802",147722
"14803",147725
"14804",147738
"14805",147745
"14806",147755
"14807",147763
"14808",147777
"14809",147794
"14810",147799
"14811",147806
"14812",147827
"14813",147831
"14814",147840
"14815",147842
"14816",147848
"14817",147858
"14818",147879
"14819",147881
"14820",147891
"14821",147903
"14822",147916
"14823",147920
"14824",147945
"14825",147993
"14826",148005
"14827",148012
"14828",148023
"14829",148039
"14830",148046
"14831",148071
"14832",148079
"14833",148085
"14834",148126
"14835",148127
"14836",148129
"14837",148135
"14838",148137
"14839",148158
"14840",148166
"14841",148184
"14842",148185
"14843",148194
"14844",148196
"14845",148197
"14846",148201
"14847",148208
"14848",148210
"14849",148219
"14850",148227
"14851",148231
"14852",148257
"14853",148275
"14854",148276
"14855",148282
"14856",148284
"14857",148304
"14858",148314
"14859",148331
"14860",148333
"14861",148337
"14862",148355
"14863",148356
"14864",148361
"14865",148363
"14866",148378
"14867",148379
"14868",148380
"14869",148385
"14870",148387
"14871",148392
"14872",148396
"14873",148404
"14874",148412
"14875",148420
"14876",148421
"14877",148422
"14878",148427
"14879",148444
"14880",148475
"14881",148485
"14882",148489
"14883",148493
"14884",148500
"14885",148520
"14886",148528
"14887",148540
"14888",148543
"14889",148551
"14890",148556
"14891",148558
"14892",148568
"14893",148572
"14894",148576
"14895",148586
"14896",148591
"14897",148599
"14898",148608
"14899",148639
"14900",148641
"14901",148646
"14902",148651
"14903",148658
"14904",148662
"14905",148671
"14906",148703
"14907",148728
"14908",148730
"14909",148761
"14910",148770
"14911",148777
"14912",148781
"14913",148792
"14914",148805
"14915",148813
"14916",148814
"14917",148827
"14918",148841
"14919",148848
"14920",148881
"14921",148906
"14922",148908
"14923",148922
"14924",148926
"14925",148944
"14926",148951
"14927",148958
"14928",148966
"14929",148970
"14930",148988
"14931",148994
"14932",149008
"14933",149014
"14934",149015
"14935",149017
"14936",149049
"14937",149057
"14938",149061
"14939",149073
"14940",149085
"14941",149086
"14942",149087
"14943",149098
"14944",149104
"14945",149111
"14946",149123
"14947",149141
"14948",149157
"14949",149158
"14950",149196
"14951",149199
"14952",149240
"14953",149245
"14954",149247
"14955",149250
"14956",149258
"14957",149269
"14958",149271
"14959",149273
"14960",149277
"14961",149287
"14962",149292
"14963",149297
"14964",149299
"14965",149306
"14966",149317
"14967",149321
"14968",149324
"14969",149337
"14970",149349
"14971",149363
"14972",149364
"14973",149367
"14974",149378
"14975",149384
"14976",149385
"14977",149389
"14978",149396
"14979",149407
"14980",149418
"14981",149428
"14982",149440
"14983",149441
"14984",149446
"14985",149467
"14986",149477
"14987",149485
"14988",149492
"14989",149523
"14990",149535
"14991",149539
"14992",149542
"14993",149552
"14994",149566
"14995",149573
"14996",149601
"14997",149627
"14998",149628
"14999",149629
"15000",149641
"15001",149649
"15002",149663
"15003",149665
"15004",149710
"15005",149732
"15006",149735
"15007",149736
"15008",149739
"15009",149748
"15010",149768
"15011",149775
"15012",149778
"15013",149779
"15014",149808
"15015",149809
"15016",149812
"15017",149816
"15018",149822
"15019",149826
"15020",149834
"15021",149838
"15022",149839
"15023",149871
"15024",149934
"15025",149937
"15026",149951
"15027",149967
"15028",149971
"15029",149983
"15030",149992
"15031",150001
"15032",150005
"15033",150012
"15034",150031
"15035",150037
"15036",150038
"15037",150042
"15038",150045
"15039",150049
"15040",150064
"15041",150065
"15042",150073
"15043",150089
"15044",150109
"15045",150116
"15046",150123
"15047",150124
"15048",150146
"15049",150163
"15050",150200
"15051",150205
"15052",150216
"15053",150236
"15054",150245
"15055",150256
"15056",150269
"15057",150293
"15058",150297
"15059",150324
"15060",150343
"15061",150349
"15062",150362
"15063",150397
"15064",150416
"15065",150442
"15066",150449
"15067",150456
"15068",150471
"15069",150472
"15070",150473
"15071",150475
"15072",150488
"15073",150493
"15074",150494
"15075",150519
"15076",150523
"15077",150546
"15078",150553
"15079",150556
"15080",150561
"15081",150573
"15082",150587
"15083",150601
"15084",150629
"15085",150642
"15086",150649
"15087",150652
"15088",150659
"15089",150666
"15090",150677
"15091",150684
"15092",150701
"15093",150707
"15094",150715
"15095",150719
"15096",150721
"15097",150723
"15098",150739
"15099",150751
"15100",150772
"15101",150789
"15102",150796
"15103",150797
"15104",150801
"15105",150808
"15106",150818
"15107",150821
"15108",150824
"15109",150833
"15110",150834
"15111",150836
"15112",150845
"15113",150848
"15114",150858
"15115",150872
"15116",150882
"15117",150902
"15118",150905
"15119",150911
"15120",150969
"15121",150970
"15122",150984
"15123",150993
"15124",151016
"15125",151027
"15126",151037
"15127",151045
"15128",151047
"15129",151056
"15130",151066
"15131",151075
"15132",151081
"15133",151104
"15134",151111
"15135",151120
"15136",151125
"15137",151127
"15138",151131
"15139",151136
"15140",151141
"15141",151144
"15142",151145
"15143",151189
"15144",151195
"15145",151200
"15146",151215
"15147",151223
"15148",151237
"15149",151240
"15150",151243
"15151",151257
"15152",151258
"15153",151267
"15154",151290
"15155",151295
"15156",151306
"15157",151307
"15158",151308
"15159",151311
"15160",151315
"15161",151318
"15162",151328
"15163",151348
"15164",151351
"15165",151384
"15166",151385
"15167",151391
"15168",151419
"15169",151426
"15170",151453
"15171",151457
"15172",151459
"15173",151472
"15174",151488
"15175",151489
"15176",151492
"15177",151499
"15178",151502
"15179",151564
"15180",151579
"15181",151587
"15182",151593
"15183",151595
"15184",151620
"15185",151636
"15186",151652
"15187",151665
"15188",151678
"15189",151681
"15190",151685
"15191",151687
"15192",151700
"15193",151701
"15194",151708
"15195",151715
"15196",151729
"15197",151737
"15198",151758
"15199",151762
"15200",151769
"15201",151774
"15202",151782
"15203",151806
"15204",151813
"15205",151815
"15206",151825
"15207",151828
"15208",151834
"15209",151841
"15210",151846
"15211",151856
"15212",151881
"15213",151884
"15214",151890
"15215",151902
"15216",151907
"15217",151918
"15218",151923
"15219",151944
"15220",151967
"15221",151987
"15222",151988
"15223",151992
"15224",152005
"15225",152015
"15226",152028
"15227",152031
"15228",152042
"15229",152063
"15230",152082
"15231",152093
"15232",152105
"15233",152114
"15234",152126
"15235",152127
"15236",152131
"15237",152132
"15238",152140
"15239",152146
"15240",152177
"15241",152194
"15242",152197
"15243",152200
"15244",152207
"15245",152212
"15246",152218
"15247",152229
"15248",152235
"15249",152261
"15250",152266
"15251",152280
"15252",152281
"15253",152284
"15254",152295
"15255",152296
"15256",152299
"15257",152313
"15258",152315
"15259",152317
"15260",152323
"15261",152327
"15262",152333
"15263",152334
"15264",152339
"15265",152346
"15266",152375
"15267",152376
"15268",152384
"15269",152390
"15270",152395
"15271",152428
"15272",152447
"15273",152450
"15274",152473
"15275",152474
"15276",152477
"15277",152491
"15278",152501
"15279",152522
"15280",152525
"15281",152549
"15282",152552
"15283",152569
"15284",152592
"15285",152602
"15286",152615
"15287",152621
"15288",152630
"15289",152655
"15290",152658
"15291",152682
"15292",152691
"15293",152698
"15294",152701
"15295",152704
"15296",152714
"15297",152722
"15298",152733
"15299",152738
"15300",152755
"15301",152764
"15302",152770
"15303",152787
"15304",152789
"15305",152791
"15306",152793
"15307",152820
"15308",152831
"15309",152843
"15310",152847
"15311",152849
"15312",152853
"15313",152859
"15314",152861
"15315",152875
"15316",152878
"15317",152886
"15318",152890
"15319",152913
"15320",152914
"15321",152917
"15322",152944
"15323",152956
"15324",152962
"15325",152971
"15326",152981
"15327",152993
"15328",153014
"15329",153015
"15330",153043
"15331",153050
"15332",153057
"15333",153058
"15334",153066
"15335",153072
"15336",153088
"15337",153092
"15338",153104
"15339",153118
"15340",153134
"15341",153139
"15342",153154
"15343",153158
"15344",153171
"15345",153181
"15346",153209
"15347",153214
"15348",153243
"15349",153248
"15350",153260
"15351",153261
"15352",153294
"15353",153302
"15354",153303
"15355",153311
"15356",153317
"15357",153320
"15358",153333
"15359",153339
"15360",153357
"15361",153361
"15362",153362
"15363",153375
"15364",153404
"15365",153411
"15366",153418
"15367",153427
"15368",153430
"15369",153431
"15370",153449
"15371",153456
"15372",153466
"15373",153468
"15374",153470
"15375",153494
"15376",153514
"15377",153529
"15378",153543
"15379",153578
"15380",153584
"15381",153588
"15382",153611
"15383",153649
"15384",153673
"15385",153687
"15386",153689
"15387",153690
"15388",153702
"15389",153708
"15390",153710
"15391",153723
"15392",153725
"15393",153751
"15394",153753
"15395",153758
"15396",153766
"15397",153770
"15398",153775
"15399",153780
"15400",153801
"15401",153819
"15402",153822
"15403",153826
"15404",153845
"15405",153863
"15406",153876
"15407",153886
"15408",153906
"15409",153919
"15410",153945
"15411",153949
"15412",153950
"15413",153955
"15414",153957
"15415",153994
"15416",154007
"15417",154011
"15418",154055
"15419",154077
"15420",154091
"15421",154094
"15422",154098
"15423",154106
"15424",154108
"15425",154139
"15426",154144
"15427",154146
"15428",154147
"15429",154150
"15430",154185
"15431",154196
"15432",154200
"15433",154206
"15434",154223
"15435",154241
"15436",154247
"15437",154250
"15438",154284
"15439",154290
"15440",154298
"15441",154299
"15442",154308
"15443",154313
"15444",154319
"15445",154330
"15446",154340
"15447",154347
"15448",154358
"15449",154360
"15450",154392
"15451",154412
"15452",154418
"15453",154435
"15454",154436
"15455",154437
"15456",154450
"15457",154460
"15458",154466
"15459",154467
"15460",154469
"15461",154476
"15462",154478
"15463",154479
"15464",154481
"15465",154484
"15466",154512
"15467",154514
"15468",154516
"15469",154517
"15470",154531
"15471",154546
"15472",154550
"15473",154570
"15474",154577
"15475",154592
"15476",154596
"15477",154598
"15478",154602
"15479",154627
"15480",154654
"15481",154661
"15482",154662
"15483",154666
"15484",154667
"15485",154672
"15486",154696
"15487",154700
"15488",154703
"15489",154706
"15490",154712
"15491",154770
"15492",154774
"15493",154781
"15494",154788
"15495",154790
"15496",154791
"15497",154793
"15498",154800
"15499",154805
"15500",154809
"15501",154813
"15502",154815
"15503",154828
"15504",154829
"15505",154840
"15506",154842
"15507",154843
"15508",154856
"15509",154860
"15510",154887
"15511",154901
"15512",154958
"15513",154971
"15514",154975
"15515",154979
"15516",154985
"15517",154986
"15518",154988
"15519",155004
"15520",155023
"15521",155029
"15522",155073
"15523",155099
"15524",155102
"15525",155103
"15526",155105
"15527",155106
"15528",155111
"15529",155127
"15530",155137
"15531",155148
"15532",155170
"15533",155178
"15534",155182
"15535",155210
"15536",155218
"15537",155229
"15538",155242
"15539",155244
"15540",155246
"15541",155257
"15542",155259
"15543",155269
"15544",155270
"15545",155285
"15546",155288
"15547",155305
"15548",155307
"15549",155327
"15550",155359
"15551",155364
"15552",155368
"15553",155375
"15554",155397
"15555",155409
"15556",155417
"15557",155427
"15558",155435
"15559",155442
"15560",155456
"15561",155464
"15562",155480
"15563",155481
"15564",155482
"15565",155491
"15566",155505
"15567",155508
"15568",155513
"15569",155518
"15570",155533
"15571",155545
"15572",155546
"15573",155548
"15574",155558
"15575",155567
"15576",155573
"15577",155596
"15578",155598
"15579",155602
"15580",155605
"15581",155608
